PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Created Date,Updated Date
CSS AERIAL DANCE STUDIO,"['Hummelsbütteler Steindamm ', ' 22851 Hamburg']",22851,Hamburg,Hummelsbütteler Steindamm,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","🌟 Herzlich willkommen im CSS AERIAL DANCE STUDIO! 🌟Lernt die Besitzerin unseres Studios kennen: Corinna Schatz, liebevoll als ""C"" oder ""Schätzle"" bekannt. Sie ist nicht nur die Besitzerin, sondern das Herz und die Seele hinter dem CSS. Mit einem tänzerischen Geist, der bereits im Alter von 3 Jahren entfachte, ist Corinnas Leidenschaft für Bewegung bis heute ungebrochen. Im Jahr 2017 begann sie eine bemerkenswerte Reise, indem sie das CSS gründete und ihren Traum in lebendige Realität verwandelte.Mitten im Herzen von Norderstedt, am Hummelsbütteler Steindamm 84, erstreckt sich das CSS Aerial Dance Studio über großzügige 429 Quadratmeter und bietet eine Oase für alle Bewegungsbegeisterten. Innerhalb dieser Wände findest du eine Schatzkammer an Freuden, darunter Pole Dance, Aerial Hoop, verschiedene Yoga-Kurse und ein charmantes Café - der perfekte Ort für Junggesellinnenabschiede, Firmenfeiern und Geburtstage.Betrete das CSS und du spürst sofort die Wärme eines zweiten Zuhauses. Unser Studio lebt von der herzlichen Atmosphäre einer eng verbundenen Familie. Das Crew-Leben ist hier nicht nur eine Floskel, sondern eine Lebenseinstellung. Die Gewissheit, dass sich jeder Einzelne geschätzt und wohl fühlt, steht im Mittelpunkt unserer Philosophie.Die Anreise zu uns ist ein Kinderspiel - egal ob mit dem Auto oder dem Bus. Wir haben ausreichend Parkplätze und Fahrradständer rund um das Gebäude. Seit 2023 probieren wir zu einem plastikfreien Paradies zu werden. Unsere Reise der Verbesserung geht weiter, denn wir streben danach, ein Vorbild sowohl für die Jungen als auch für die Junggebliebenen zu sein.Komm zu uns ins CSS Aerial Dance Studio und werde Teil unserer außergewöhnlichen Geschichte. Lass uns gemeinsam tanzen, dehnen und fliegen - in einer Umgebung, die nicht nur die Bewegung fördert, sondern auch Raum für Freundschaft, Wachstum und Inspiration schafft. Dein Abenteuer erwartet dich! 🪂🤸‍♀️🎈", CorinnaSchatz@gmx.de,http://www.cssaerialdancestudio.com,+4915224340258,https://www.eversports.de/s/css-aerial-dance-studio,"['Flexibles Training', 'Poledance', 'Poledance', 'Poledance', 'Aerial Yoga', 'Poledance', 'Online Klasse', 'Aerial Yoga', 'Poledance', '52 Rezensionen', 'Poledance', 'Aerial Yoga', 'Rückenfit', 'Funktionelles Training', 'Flexibles Training', 'Gruppenangebote', 'Events', 'Acroyoga', 'Bodywork', 'Stretching', 'Handstand', 'Vinyasa Yoga', 'Aerial Hoop', 'Hatha Yoga', 'Yin Yoga', 'Ashtanga Yoga', 'Polesport', 'twerXout®', 'Gruppentraining', 'Hatha Flow Yoga', 'Dreamy Yin Yoga', 'Yin Yang Yoga', 'Online Klasse', 'Prenatal Yoga', 'Dehnung/Flexibilität', 'Twerken', 'Acro Flow', 'Dehnbarkeit und Beweglichkeit', 'Magic Morning', 'Ganzheitliches Yoga', 'Ausbildung', 'Stretch yoga', 'Leichtes Yoga', 'Stretch Flow', 'Morning Yoga Flow', 'Vinyasa Flow', 'Mindful Yoga', 'Privates Training', 'Firmenyoga', 'Partner Yoga', 'Nachhaltigkeit']",Zum Stundenplan,2024-02-17 18:30:46,2024-02-17 18:30:46
Pole Werk by Nelly,"['Kleinottweilerstraße 75 ', ' 66450 Bexbach']",66450,Bexbach,Kleinottweilerstraße 75,"['Übersicht', 'Klassen', 'Kurse', 'Team']","Das Pole Werk ist das erste Poledance und Aerial Hoop Studio im Saarpfalz-Kreis. Von Kinderkursen, Pole Dance, Aerial Hoop und Flexibility ist alles dabei. Probier es aus und lass dich von diesen wunderschönen Sportarten verzaubern.", polewerk@t-online.de,,+49 15174417744,https://www.eversports.de/s/pole-werk-by-nelly,"['Poledance', 'Poledance', 'Poledance', '30 Rezensionen', 'Poledance', 'Stretching', 'Aerial Hoop']",Zum Stundenplan,2024-02-17 18:30:57,2024-02-17 18:30:57
PoleathletiX,"['Industriestraße 10 ', ' 29227 Celle']",29227,Celle,Industriestraße 10,"['Übersicht', 'Klassen', 'Trainings', 'Workshops', 'Preise', 'Team']","Du liebst das Tanzen und Poledance, oder bist auf der Suche nach einem idealen Ort, um diesen Sport zu erlernen und zu trainieren? Dann bist du beim PoleathtetiX in Altencelle genau richtig, denn hier bekommst du die Möglichkeit, in einer angenehmen und motivierenden Atmosphäre, Poledance mithilfe von professioneller Betreuung zu erlernen! Dafür stehen dir im PoleathletiX zahlreiche Poledance-Stangen zur Verfügung. Komme ins PoleathletiX und erreiche hier deine persönlichen Trainingsziele!", mail@poleathletix.de,http://www.poleathletix.de,+4915111003331,https://www.eversports.de/s/poleathletix,"['Poledance', 'Poledance', 'Poledance', 'Power Pole', 'Zumba', 'Poledance', 'Poledance', '29 Rezensionen', 'Pilates', 'Zumba', 'Poledance', 'Power Pole', 'Polesport', 'Pound Fit', 'Bodyfit', 'Dehnung/Flexibilität', 'Exotic']",Zum Stundenplan,2024-02-17 18:31:02,2024-02-17 18:31:02
Nordpole,"['Mendelssohnstraße 15B ', ' 22761 Hamburg']",22761,Hamburg,Mendelssohnstraße 15B,"['Übersicht', 'Klassen', 'Events', 'Videos', 'Preise', 'Team']","DEIN STUDIO FÜR POLE & LUFTAKROBATIK IN ALTONAWir bieten dir kompetenten und abwechslungsreichen Unterricht in Hamburgs Westen.Die lichtdurchfluteten Räume mit knapp 300 qm und den bis 4,30 Meter hohen Poles bieten vielfältige Entfaltungsmöglichkeiten - egal ob du erst startest oder bereits fortgeschrittener bist.", team@nordpole-hamburg.de,http://nordpole.de,+49 15252414066,https://www.eversports.de/s/nordpole,"['Poledance', 'Stretching', 'Poledance', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Fitness', 'Poledance', '116 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Stretching', 'Floorwork', 'Aerial Dance']",1 Angebot für Neukund:innen,2024-02-17 18:31:20,2024-02-17 18:31:20
aerialflow,"['Pfefferackerstraße 2A ', ' 45894 Gelsenkirchen']",45894,Gelsenkirchen,Pfefferackerstraße 2A,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","Das aerialflow in Gelsenkirchen-Buer lädt dich herzlich zu schweißtreibenden Trainingseinheiten in modernem Ambiente ein. Hier wird dir maximaler Trainingserfolg durch Training in kleinen Lerngruppen mit professioneller Betreuung gewährleistet. Egal, ob Yoga, Poledance, Tanzen oder Fitnessworkouts - belege verschiedenste Kurse für unterschiedliche Niveauklassen und arbeite hochintensiv und effektiv an deinen persönlichen Trainingszielen. Komme ins aerialflow und trainiere hier über den Dächern von Gelsenkirchen-Buer in einer angenehmen und motivierenden Atmosphäre!", info@aerialflow.de,http://www.aerialflow.de,+49 (0) 209 88000403,https://www.eversports.de/s/aerialflow,"['Funktionelles Training', 'Flexibles Training', 'Poledance', 'Tanzen', 'Pilates', 'Tanzen', 'Premium Package (2h - 1000 Paints)', 'Tanzen', '50 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', 'Funktionelles Training', 'Flexibles Training', 'Bootcamp', 'Acroyoga', 'Faszientraining', 'Meditation', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Lapdance', 'Chairdance', 'Vinyasa Yoga', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Hatha Yoga', 'Yin Yoga', 'Kindersport', 'Yoga für Schwangere', 'Polesport', 'Kinderangebot', 'Online Klasse']",4 Angebote für Neukund:innen,2024-02-17 18:31:31,2024-02-17 18:31:31
Flexx Arts - Aerial Dance & Fitness,"['Rostocker Weg 14 ', ' 87700 Memmingen']",87700,Memmingen,Rostocker Weg 14,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Unsere Flexx Arts Studios findest du in Memmingen (Rudolf-Diesel-Straße 12, 87700 Memmingen). Im Studio unterrichten wir Poledance & -fitness, Workout und Flexibility Classes. Die Kurse finden stets in kleinen Gruppen mit max. 10 Teilnehmern statt und schaffen so eine private und entspannte Trainingsatmosphäre. Komm vorbei ins Flexx Arts!Infos zu unseren Kursen und Klassen findet ihr auf unserer Homepage www.flexxarts.deFür alle News und Infos folge uns auf Instagram: @flexxarts", info@flexxarts.de,http://www.flexxarts.de,+49 1511 7642 817,https://www.eversports.de/s/flexx-arts-aerial-dance-and-fitness,"['Poledance', 'Poledance', 'Online Klasse', 'Poledance', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', '19 Rezensionen', 'Poledance', 'Online Klasse']",1 Angebot für Neukund:innen,2024-02-17 18:31:39,2024-02-17 18:31:39
CALIPSO STUDIO,"['Timpweg 6 ', ' 9731 AL Groningen']",9731,AL,Timpweg 6,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']","Workouts for women, by women.Wij zijn er om jou te inspireren en te motiveren om sterker, fitter en zelfverzekerder te worden. Onze workouts zijn van hoge kwaliteit, in een energieke atmosfeer en met een inspirerende community.Ga voor onze women only workouts. Best workouts in town!", info@calipsostudio.nl,http://calipsostudio.nl,,https://www.eversports.de/s/calipso-studio,"['Tanzen', 'Aerobic', 'Barre-Training', 'Zirkeltraining', 'Poledance', 'HIIT', 'Pilates', 'Poledance', '34 Rezensionen', 'Pilates', 'Poledance', 'Zirkeltraining', 'Barre-Training', 'Flexibles Training', 'HIIT', 'Polesport', 'Bauch, Beine, Po', 'Sport für Schwangere', 'Streetdance', 'Pilates Mat', 'Fitboxen', 'Schwangerschaftsgymnastik', 'XCore', 'Ballett-Fitness', 'Cardio-Kickboxing', 'Pole Contempo']",Zum Stundenplan,2024-02-17 18:31:51,2024-02-17 18:31:51
Anni's Pole-Dance Uetersen,"['Pracherdamm 8 ', ' 25436 Uetersen']",25436,Uetersen,Pracherdamm 8,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Team']","Hallo lieber Schüler,schön, dass du zu mir gefunden hast. Du suchst ein Hobby, welches die Spaß bringt und deine allgemeine Fitness stärkt? Dann bist du hier genau richtig!Unser Angebot:Pole-DanceAerial HoopExotic PoleContemporary PoleChair DancePole Conditioning (Fitness)Floorworkfreies TrainingWorkshopsJunggesellinnenabschiedUnd das für jedes Level! Bei mir findet jeder etwas :)Über das Studio:Kursraum Paris: ca. 110 qm mit 9 StangenKursraum Rom: ca. 75 qm mit 6 Stangen & 6 Hoopsviele kostenlose ParkplätzeÜber euren Kurs: Anmeldung zu einem bestimmten Level, Tag & UhrzeitMöglichkeit im gebuchten Level zwischen verschiedenen Tagen zu wechseln, sofern das Level mehrmals angeboten wirdopen Training (nutze den Raum kostenlos bis zu 3x pro Woche)", anni@annis-poledance.de,http://www.annis-poledance.de,+49 15253821082,https://www.eversports.de/s/annis-pole-dance-uetersen,"['Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Chairdance', 'Poledance', 'Chairdance', 'Poledance', '19 Rezensionen', 'Fitness', 'Poledance', 'Chairdance', 'Aerial Hoop', 'Dehnung/Flexibilität', 'Exotic', 'HIIT the Beat', 'Contemporary Dance', 'Dance Fitness', 'Shuffle Dance', 'Conditioning']",Zum Stundenplan,2024-02-17 18:31:54,2024-02-17 18:31:54
Pole Oase,"['Kleine Grabenstraße 1', ' 65385 Rüdesheim am Rhein']",65385,Rüdesheim,Kleine Grabenstraße 1,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Pole Oase ist das erste Pole Dance Studio im Rheingau und besteht seit März 2018. Mit viel Leidenschaft und Herzblut unterrichten unsere professionell ausgebildeten Trainer verschiedene Disziplinen wie Pole Dance, Exotic Pole, Aerial Hoop, Twerk u.a.
Unser Pole Dance Raum besteht aus 6 doppelt verstärkten Stangen aus Chrome mit großzügig Platz zwischen jeder Stange, einer großen Spiegelwand und großen Fenstern für viel Tageslicht. Verschiedenfarbige Lampen runden die Stimmung ab.
Unser Aerial Raum umfasst 4 Reifen (Aerial Hoop), die in verschiedenen Höhen aufgehängt werden können. 
Außerdem gibt es einen abgegrenzten Thekenbereich mit Sitzmöglichkeiten, einen richtigen Umkleideraum und Sanitäranlagen. Im Hof stehen euch zudem kostenfreie Parkplätze zur Verfügung.", info@pole-oase.de,https://pole-oase.de/,+49 15785939882,https://www.eversports.de/s/pole-oase,"['Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Aerial Hoop', 'Tanzen', '17 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Acroyoga', 'Chairdance', 'Aerial Hoop']",5 Angebote für Neukund:innen,2024-02-17 18:31:58,2024-02-17 18:31:58
schwerelos Münster,"['Weseler Straße 675D', ' 48163 Münster']",48163,Münster,Weseler Straße 675D,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","Komm ins schwerelos und lerne mit uns an der Pole, im Luftring, im Tuch oder beim Yoga zu schweben!
Luftakrobatik ist nur was für Artisten? Stimmt nicht! Mit den Kursen im schwerelos kann jeder Luftakrobatik lernen und eine neue Leidenschaft entdecken. Probier's doch mal aus! Unsere ausgebildeten Trainer:innen achten auf levelgerechte Kursinhalte, detaillierte, technische Erklärungen und die richtige Hilfestellung. Uns liegt Euer Spaß im Kurs, Euer Fortschritt und ein gesundes Training in kleinen Gruppen besonders am Herz!
Das Herz unserer Kurse bildet die Luftakrobatik an der Pole, im Hoop und im Tuch. Luftakrobatik fordert Kraft, Beweglichkeit und Koordination und ist ein abwechslungsreiches Training für den ganzen Körper. Damit das noch besser klappt ergänzen Yoga, Beweglichkeits- und Krafttraining unsere Kurse.
Yoga und Luftakrobatik passen ganz wunderbar zusammen. Mit Yoga wirst Du nicht nur fit und beweglich, sondern lernst den Kopf auszuschalten, Dich besser zu konzentrieren und in die Ruhe zu kommen. Das hilft nicht nur für eine komplexe Sportart, wie Luftakrobatik, sondern lässt Dich entspannter durch Dein Leben gehen. Neben Yoga findest Du Fitness-Kurse in unserem Kursplan, die Dich stärker und beweglicher machen - eine wichtige Basis für Luftakrobatik, für andere Sportarten und Deine Gesundheit. Unsere Yoga- und Fitness-Kurse kannst Du auch besuchen, wenn Du keine Luftakrobatik-Kurse besuchst. Beachte die günstigere Abos und Karten für Yoga & Fitness.
Last but not least: Mit Chair Dance, Floorwork und Twerk bieten wir auf regelmäßiger und unregelmäßiger Basis spezielle Tanzkurse an, die Tanz mit akrobatischen Elementen verbinden.", kontakt@schwerelos-tanzstudio.de,http://schwerelos-tanzstudio.de/,+49 015234012095,https://www.eversports.de/s/schwerelos-muenster,"['Tanzen', 'Fitness', 'Yoga', 'Tanzen', 'Poledance', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Stretching', 'Poledance', '10 Rezensionen', 'Fitness', 'Tanzen', 'Yoga', 'Poledance', 'Bootcamp', 'Stretching', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Hatha Yoga', 'Yin Yoga', 'Polesport', 'Online Klasse', 'Workout', 'Dehnung/Flexibilität', 'Dehnbarkeit und Beweglichkeit', 'Ausbildung', 'Inside Flow', 'Yoga-Basics', 'Luftartistik', 'Stretch Flow', 'Stärkung/Flexibilität', 'Vinyasa Flow', 'Vertikaltuch', 'Luftring', 'Aerial Hammock']",Zum Stundenplan,2024-02-17 18:32:14,2024-02-17 18:32:14
MMC DANCE & Event Studio,"['König-Heinrich-Straße 12', ' 06217 Merseburg']",06217,Merseburg,König-Heinrich-Straße 12,"['Übersicht', 'Klassen', 'Preise', 'Team']","Wir freuen uns, dass Du vorbei schaust. 
Bei Pole Dance geht es um Kraft (keine Angst - solltest Du diese noch nicht mitbringen, bauen wir diese GEMEINSAM auf). Es geht um Spannung, Balance und Körperbeherrschung. Du kannst Deinen Körper aufbauen, definieren und tust gleichzeitig etwas für die Seele und Dein Selbstbewusstsein. Denn eines können wir garantieren: Pole Dance & Fitness machen in erster Linie Spaß!!!
Gruppenkurse in:
Pole Dance
Exotic Dance
Hoopdance
Strong & Flexy
Zumba
Bauch Beine Po
Vinyasa Yoga
Außerdem Einzelkurse in:
Flying Pole
Aerial Hoop
Aerial Moon
Aerial Cube (LED)
Chair Dance / Lap Dance
Burlesque / Sexy Dance", melody@mymelodyclub.de,http://Www.mmc-dancestudio.de,+49 1712670703,https://www.eversports.de/s/mmc-dance-and-event-studio,"['Polesport', 'Stretching', 'Poledance', 'Zirkeltraining', 'Bauch, Beine, Po', 'Poledance', 'Stretching', '12 Rezensionen', 'Zumba', 'Poledance', 'Zirkeltraining', 'Stretching', 'Chairdance', 'Vinyasa Yoga', 'Aerial Hoop', 'Polesport', 'Bauch, Beine, Po', 'Burlesque', 'Hula Hoop', 'Exotic']",Zum Stundenplan,2024-02-17 18:32:35,2024-02-17 18:32:35
Soultide,"['Süderstraße 159A ', ' 20537 Hamburg']",20537,Hamburg,Süderstraße 159A,"['Übersicht', 'Klassen', 'Workshops', 'Retreats', 'Preise', 'Team']","Als Soultide ist es uns das größte Anliegen, dir mit unserem Studio einen “Safe Space” zu erschaffen, der es dir ermöglicht, all das zu sein, was du sein willst. Mit viel Spaß und Empowerment kannst du bei uns ungeahnte Fähigkeiten entdecken und dir in jeder Bewegung oder jedem Innehalten selbst begegnen. Ob Pole Dance in verschiedenen Stilen, Aerial Hoop, Aerial Silk, Aerial Hammock, Tease Kurse wie Floor, Chair Dance, Lap Dance, Twerk, oder doch Yoga. Genau wie das Auf und Ab der Gezeiten beeinflusst vom Mond, entscheidest du nach eigenem Befinden, welche Bewegungsrichtung gerade die richtige für dich ist. Wir sind gespannt, welche Entwicklung dein Weg bei uns für dich bereithält.", hello@soultide-studio.de,https://soultide-studio.de/,,https://www.eversports.de/s/soultide,"['Floorwork', 'Lapdance', 'Poledance', 'Yoga', 'Poledance', 'Aerial Dance', 'Aerial Silk', '75 Rezensionen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Floorwork', 'Lapdance', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Heels', 'Twerken', 'Contemporary Dance']",2 Angebote für Neukund:innen,2024-02-17 18:32:39,2024-02-17 18:32:39
Sportheim Abensberg,"['Von-Hazzi-Straße 7', ' 93326 Abensberg']",93326,Abensberg,Von-Hazzi-Straße 7,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Das Sportheim Abensberg befindet sich in der Abensberger Altstadt und bietet seit 2009 Gruppenfitnesskurse auf höchstem Niveau für alle Levels. Frauen & Männer sind gleichermaßen willkommen. Trainiert wird in familiärer Atmosphäre mit professionellen Trainern, das sorgt für effizientes Training mit Funfaktor. Langhanteltraining, Core-Training, funktionelles Training, TRX, deepWORK, bodyART, POUND und Zumba sorgen für Abwechslung im Training.
Für alle Tanz- und Akrobatikfans hat das Sportheim Abensberg unter auch Poledance und Aerial Hoop im Angebot.", office@sportheim.net,http://www.sportheim.net,0176-24621998,https://www.eversports.de/s/sportheim-abensberg,"['Fitness', 'Pilates', 'Fitness', 'Funktionelles Training', 'Funktionelles Training', 'Fitness', 'Poledance', 'Fitness', 'Pilates', '37 Rezensionen', 'Fitness', 'Pilates', 'Poledance', 'Aerial Yoga', 'Funktionelles Training', 'Krafttraining', 'TRX®', 'Faszientraining', 'Chairdance', 'Aerial Hoop', 'Power Yoga', 'Online Klasse']",Zum Stundenplan,2024-02-17 18:32:49,2024-02-17 18:32:49
Pole Faction - Darmstadt,"['Heidelberger Landstrasse ', ' 64297 Darmstadt']",64297,Darmstadt,Heidelberger Landstrasse,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Wir sind ein Pole Dance Studio mit einem gemischten Angebot rund um die Pole. Das heißt ihr könnt neben klassischen Level Kursen in denen ihr Tricks und Figuren lernt auch unsere Choreo oder Heels Kurse besuchen. In regelmäßigen Abständen bieten wir zudem noch Workshops an.Unser Studio Rhein-Neckar liegt in Hirschberg an der Bergstraße und ist gut von Mannheim, Heidelberg und Weinheim zu erreichen.Unser Studio in Darmstadt liegt zetral im Stadtteil Eberstadt und ist gut über die A5 zu erreichen.Wir trainieren hier in Gruppen und legen großen Wert auf Spaß am Sport und unsere freundschaftliche Atmosphäre.", info@pole-faction.de,https://www.pole-faction.de,+49 15225933500,https://www.eversports.de/s/pole-faction-darmstadt,"['Poledance', 'Aerial Hoop', 'Aerial Hoop', 'Poledance', 'Poledance', 'Aerial Hoop', 'Aerial Hoop', 'Poledance', 'Poledance', 'Polesport', '23 Rezensionen', 'Poledance', 'Aerial Hoop', 'Polesport', 'Heels', 'Exotic', 'Choreographie']",2 Angebote für Neukund:innen,2024-02-17 18:32:53,2024-02-17 18:32:53
SweatnDance,"['Gottesweg 56 - 62 ', ' 50969 Köln']",50969,Köln,Gottesweg 56 - 62,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,http://www.sweatndance.com,0221 94194491,https://www.eversports.de/s/sweatndance,"['(Noch keine Bewertungen)', 'Fitness']",,2024-02-17 18:33:00,2024-02-17 18:33:00
POLE HEROES,"['Karl-Zucker-Straße 7-9 ', ' 91052 Erlangen']",91052,Erlangen,Karl-Zucker-Straße 7-9,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Das Pole- & Aerial-Dance-Studio POLE HEROES befindet sich zentral in Erlangen. Es ist mit dem Fahrrad, Auto und öffentlichen Verkehrsmitteln gut zu erreichen. Die Poledancekurse sind nach Schwierigkeitsgrad aufgebaut, sodass jeder individuell gefördert und gefordert wird. Die Poledancestangen sind 4,60 m hoch und bieten somit Platz für alle Tricks. Neben Poledance gibt es auch Kraft-, Flexibilitäts- und Aerial Hoop-Kurse.", info@poleheroes.de,http://www.poleheroes.de,,https://www.eversports.de/s/pole-heroes,"['Stretching', 'Flexibles Training', 'Poledance', 'Poledance', 'Poledance', '57 Rezensionen', 'Yoga', 'Poledance', 'Flexibles Training', 'Power Pole', 'Stretching', 'Handstand', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Online Klasse']",4 Angebote für Neukund:innen,2024-02-17 18:33:04,2024-02-17 18:33:04
